"Freq [GHz]","Phi [deg]","Theta [deg]","GainTotal []"
60,-166,38,2.25016994195212
60,-166,40,2.99361259398841
60,-166,42,3.72980391451663
60,-166,44,4.41980857947962
60,-166,46,5.03385344015402
60,-166,48,5.55117243604207
60,-166,50,5.9590566452717
60,-166,52,6.25164221317194
60,-166,54,6.42875782503114
60,-166,56,6.49494182599876
60,-166,58,6.45859582847196
60,-166,60,6.33118633776561
60,-166,62,6.12642092104176
60,-166,64,5.85937606375296
60,-166,66,5.54560668619576
60,-166,68,5.20030087391265
60,-166,70,4.83755066970908
60,-166,72,4.46979489088681
60,-166,74,4.10746258294412
60,-166,76,3.75881613904771
60,-166,78,3.42996888467677
60,-166,80,3.12503685947898
60,-166,82,2.84637906868754
60,-166,84,2.59488285710854
60,-166,86,2.37025855227501
60,-166,88,2.17131741172049
60,-166,90,1.9962170413668
60,-166,92,1.84266743111346
60,-166,94,1.70809787232291
60,-166,96,1.58979006951501
60,-166,98,1.48498580198709
60,-166,100,1.39097868994935
60,-166,102,1.30519911081742
60,-166,104,1.22529917406173
60,-166,106,1.14924096825746
60,-166,108,1.07538622485301
60,-166,110,1.00257956345933
60,-166,112,0.930211503967318
60,-166,114,0.858242896499915
60,-166,116,0.787171219167571
60,-166,118,0.717923294579697
60,-166,120,0.651669758793581
60,-166,122,0.589573981756665
60,-166,124,0.532509661093244
60,-166,126,0.480801864575341
60,-166,128,0.434058629234742
60,-166,130,0.391156783627688
60,-166,132,0.350421475969767
60,-166,134,0.309994680540637
60,-166,136,0.268332028332392
60,-166,138,0.224714881382297
60,-166,140,0.179633890712961
60,-166,142,0.134906479935953
60,-166,144,0.0934397418107006
60,-166,146,0.0586356284698083
60,-166,148,0.0335389881483257
60,-166,150,0.0199254359908359
60,-166,152,0.0175872267389052
60,-166,154,0.0240749678703628
60,-166,156,0.0350717300089108
60,-166,158,0.0454104317884292
60,-166,160,0.0505215245149775
60,-166,162,0.0478822652023975
60,-166,164,0.0379297825009775
60,-166,166,0.0239910537150029
60,-166,168,0.011102202807234
60,-166,170,0.00405106041870264
60,-166,172,0.00538430231220281
60,-166,174,0.0142475175655696
60,-166,176,0.0266464553063572
60,-166,178,0.0371061212931672
60,-166,180,0.0410374861422649
60,-164,0,7.36752269720022
60,-164,2,7.29442150122245
60,-164,4,7.06728529082779
60,-164,6,6.70000957029088
60,-164,8,6.21220058487688
60,-164,10,5.6247509407459
60,-164,12,4.9573280569437
60,-164,14,4.22904741356656
60,-164,16,3.46185448781926
60,-164,18,2.68463944915758
60,-164,20,1.93559677446667
60,-164,22,1.261023849364
60,-164,24,0.710249730756656
60,-164,26,0.327978525402228
60,-164,28,0.146336085828146
