"Freq [GHz]","Phi [deg]","Theta [deg]","GainTotal []"
4.5,-104,130,0.0504385207045523
4.5,-104,132,0.050069838454634
4.5,-104,134,0.0497660893210839
4.5,-104,136,0.0495314662326266
4.5,-104,138,0.049371510919356
4.5,-104,140,0.0492927594107849
4.5,-104,142,0.0493023449501895
4.5,-104,144,0.0494075680431441
4.5,-104,146,0.0496154470646305
4.5,-104,148,0.0499322661496737
4.5,-104,150,0.0503631397294695
4.5,-104,152,0.050911614802594
4.5,-104,154,0.0515793326358555
4.5,-104,156,0.0523657709119127
4.5,-104,158,0.0532680852938375
4.5,-104,160,0.0542810659612713
4.5,-104,162,0.055397219987225
4.5,-104,164,0.0566069846673073
4.5,-104,166,0.0578990703764897
4.5,-104,168,0.0592609245838374
4.5,-104,170,0.0606793017308695
4.5,-104,172,0.0621409172294134
4.5,-104,174,0.0636331583085232
4.5,-104,176,0.0651448202439494
4.5,-104,178,0.0666668339689984
4.5,-104,180,0.0681929504192411
4.5,-102,0,2.22951090171359
4.5,-102,2,2.17327409587794
4.5,-102,4,2.11088776245644
4.5,-102,6,2.0429574881975
4.5,-102,8,1.97014433076043
4.5,-102,10,1.89315211799926
4.5,-102,12,1.81271406900599
4.5,-102,14,1.72957913527085
4.5,-102,16,1.64449845880303
4.5,-102,18,1.55821232648124
4.5,-102,20,1.47143796764616
4.5,-102,22,1.38485849711865
4.5,-102,24,1.29911325111341
4.5,-102,26,1.21478970199189
4.5,-102,28,1.13241707271306
4.5,-102,30,1.05246170642509
4.5,-102,32,0.975324183910598
4.5,-102,34,0.901338124193402
4.5,-102,36,0.830770553677091
4.5,-102,38,0.763823688279925
4.5,-102,40,0.700637942106229
4.5,-102,42,0.641295955597353
4.5,-102,44,0.585827425621166
4.5,-102,46,0.534214518891029
4.5,-102,48,0.486397657370901
4.5,-102,50,0.442281478564054
4.5,-102,52,0.401740793276776
4.5,-102,54,0.364626387015634
4.5,-102,56,0.330770537075549
4.5,-102,58,0.299992144180262
4.5,-102,60,0.272101403995676
4.5,-102,62,0.246903968913611
4.5,-102,64,0.224204573396064
4.5,-102,66,0.20381011631236
4.5,-102,68,0.18553221075273
4.5,-102,70,0.169189225623525
4.5,-102,72,0.154607853954954
4.5,-102,74,0.141624250453683
4.5,-102,76,0.130084785683618
4.5,-102,78,0.119846466700901
4.5,-102,80,0.110777074382621
4.5,-102,82,0.102755066462251
4.5,-102,84,0.0956692927959754
4.5,-102,86,0.089418565982191
4.5,-102,88,0.0839111264513364
4.5,-102,90,0.079064036797584
4.5,-102,92,0.0748025356515289
4.5,-102,94,0.0710593769581197
4.5,-102,96,0.0677741762452053
4.5,-102,98,0.0648927814226743
4.5,-102,100,0.0623666818829714
4.5,-102,102,0.0601524661959364
4.5,-102,104,0.0582113354992899
4.5,-102,106,0.0565086767627067
4.5,-102,108,0.0550136974243757
4.5,-102,110,0.0536991204408672
4.5,-102,112,0.0525409365366667
4.5,-102,114,0.0515182083820539
4.5,-102,116,0.0506129195740403
4.5,-102,118,0.0498098596672555
4.5,-102,120,0.0490965351381274
4.5,-102,122,0.0484630951186892
4.5,-102,124,0.0479022600688776
4.5,-102,126,0.047409241336949
4.5,-102,128,0.0469816398542955
4.5,-102,130,0.0466193130821511
4.5,-102,132,0.0463242008144113
4.5,-102,134,0.0461001025573323
4.5,-102,136,0.0459524019326676
4.5,-102,138,0.0458877368235409
4.5,-102,140,0.0459136176937872
4.5,-102,142,0.046038000506223
4.5,-102,144,0.046268824743796
4.5,-102,146,0.0466135309634396
4.5,-102,148,0.047078575824388
4.5,-102,150,0.0476689653604461
4.5,-102,152,0.0483878291494742
4.5,-102,154,0.0492360587452894
4.5,-102,156,0.0502120331032136
4.5,-102,158,0.0513114516504747
4.5,-102,160,0.0525272921169479
4.5,-102,162,0.053849905341922
4.5,-102,164,0.055267253204998
4.5,-102,166,0.0567652888897947
4.5,-102,168,0.0583284712593507
4.5,-102,170,0.0599403976466542
4.5,-102,172,0.0615845323208826
4.5,-102,174,0.0632450017570552
4.5,-102,176,0.0649074230537203
4.5,-102,178,0.0665597287767094
4.5,-102,180,0.068192950419241
4.5,-100,0,2.22951090171359
4.5,-100,2,2.17012308176754
4.5,-100,4,2.1047516230676
4.5,-100,6,2.03402847930523
4.5,-100,8,1.95863701333584
4.5,-100,10,1.87929899063623
4.5,-100,12,1.79676102220569
4.5,-100,14,1.71178085531317
4.5,-100,16,1.62511390410077
4.5,-100,18,1.53750039007214
4.5,-100,20,1.44965342649845
4.5,-100,22,1.36224833302254
4.5,-100,24,1.27591341001078
4.5,-100,26,1.19122233959626
4.5,-100,28,1.10868831510519
4.5,-100,30,1.02875993581674
4.5,-100,32,0.951818842675339
4.5,-100,34,0.878179015153306
4.5,-100,36,0.808087601931438
4.5,-100,38,0.741727119826469
4.5,-100,40,0.679218827238065
4.5,-100,42,0.620627060515448
4.5,-100,44,0.565964313718139
4.5,-100,46,0.515196843472564
4.5,-100,48,0.468250589854897
4.5,-100,50,0.425017220060732
4.5,-100,52,0.385360122515888
4.5,-100,54,0.34912020346744
4.5,-100,56,0.316121364453175
4.5,-100,58,0.286175565994228
4.5,-100,60,0.259087409186949
4.5,-100,62,0.234658191602318
4.5,-100,64,0.212689416285804
4.5,-100,66,0.19298575217312
4.5,-100,68,0.175357460604352
4.5,-100,70,0.159622315732631
4.5,-100,72,0.145607056551511
4.5,-100,74,0.133148415205514
4.5,-100,76,0.122093770493999
4.5,-100,78,0.112301477384443
4.5,-100,80,0.103640923303206
4.5,-100,82,0.0959923603610492
4.5,-100,84,0.0892465598728114
4.5,-100,86,0.0833043318900896
4.5,-100,88,0.078075948285341
4.5,-100,90,0.0734805034602664
4.5,-100,92,0.0694452422054167
4.5,-100,94,0.065904879767314
4.5,-100,96,0.0628009348939694
4.5,-100,98,0.0600810925991869
4.5,-100,100,0.0576986096462151
4.5,-100,102,0.0556117723113002
4.5,-100,104,0.0537834128374136
4.5,-100,106,0.0521804881059434
4.5,-100,108,0.0507737214127149
4.5,-100,110,0.0495373058090535
4.5,-100,112,0.0484486652404774
4.5,-100,114,0.04748826767819
4.5,-100,116,0.0466394825995983
4.5,-100,118,0.0458884735577245
4.5,-100,120,0.0452241152260952
4.5,-100,122,0.0446379232707371
4.5,-100,124,0.0441239847508079
4.5,-100,126,0.0436788765566765
4.5,-100,128,0.0433015597306419
4.5,-100,130,0.0429932384435914
4.5,-100,132,0.0427571739653416
4.5,-100,134,0.0425984461845127
4.5,-100,136,0.0425236580869706
4.5,-100,138,0.042540582028558
4.5,-100,140,0.0426577505286745
4.5,-100,142,0.0428839985078126
4.5,-100,144,0.0432279681894696
4.5,-100,146,0.0436975920407165
4.5,-100,148,0.0442995728644721
4.5,-100,150,0.0450388831973764
4.5,-100,152,0.0459183082358264
4.5,-100,154,0.0469380573657315
4.5,-100,156,0.0480954688187303
4.5,-100,158,0.0493848299036522
4.5,-100,160,0.0507973316440617
4.5,-100,162,0.0523211715726345
4.5,-100,164,0.0539418120821794
4.5,-100,166,0.0556423944081345
4.5,-100,168,0.0574043004076
4.5,-100,170,0.0592078462651442
4.5,-100,172,0.0610330845963347
4.5,-100,174,0.0628606846425193
4.5,-100,176,0.0646728548288693
4.5,-100,178,0.0664542682964639
4.5,-100,180,0.0681929504192409
4.5,-98,0,2.22951090171359
4.5,-98,2,2.16704204825868
4.5,-98,4,2.09875809912599
4.5,-98,6,2.02531677334798
4.5,-98,8,1.94742307154716
4.5,-98,10,1.86581597737885
4.5,-98,12,1.78125473767962
4.5,-98,14,1.69450511930217
4.5,-98,16,1.60632602930996
4.5,-98,18,1.51745685879661
4.5,-98,20,1.42860587086018
4.5,-98,22,1.340439902606
4.5,-98,24,1.25357559234084
4.5,-98,26,1.16857227948975
4.5,-98,28,1.08592665941812
4.5,-98,30,1.00606921135424
4.5,-98,32,0.929362357766113
4.5,-98,34,0.8561002602023
4.5,-98,36,0.786510111578628
4.5,-98,38,0.720754749412227
4.5,-98,40,0.658936389199422
4.5,-98,42,0.60110126205856
4.5,-98,44,0.54724493545022
4.5,-98,46,0.497318099352428
4.5,-98,48,0.451232611485818
4.5,-98,50,0.408867612611538
4.5,-98,52,0.370075545010536
4.5,-98,54,0.334687932432256
4.5,-98,56,0.302520806584806
4.5,-98,58,0.273379692282081
4.5,-98,60,0.247064089514418
4.5,-98,62,0.223371415040482
4.5,-98,64,0.202100387917099
4.5,-98,66,0.183053862230887
4.5,-98,68,0.166041125926306
4.5,-98,70,0.150879696984297
4.5,-98,72,0.137396657396605
4.5,-98,74,0.125429571628353
4.5,-98,76,0.114827039878184
4.5,-98,78,0.105448937798517
4.5,-98,80,0.0971663938203196
4.5,-98,82,0.0898615532296495
4.5,-98,84,0.0834271750397884
4.5,-98,86,0.0777661038316518
4.5,-98,88,0.0727906543910903
4.5,-98,90,0.0684219424003397
4.5,-98,92,0.0645891898373436
4.5,-98,94,0.0612290292469966
4.5,-98,96,0.0582848267734246
4.5,-98,98,0.0557060398435704
4.5,-98,100,0.053447621697977
4.5,-98,102,0.05146948157762
4.5,-98,104,0.0497360062806338
4.5,-98,106,0.0482156459737941
4.5,-98,108,0.0468805645508656
4.5,-98,110,0.0457063524460797
4.5,-98,112,0.0446717976167565
4.5,-98,114,0.043758708397389
4.5,-98,116,0.0429517801068068
4.5,-98,118,0.0422384956858619
4.5,-98,120,0.0416090492981123
4.5,-98,122,0.0410562807983191
4.5,-98,124,0.0405756083332137
4.5,-98,126,0.0401649461624139
4.5,-98,128,0.0398245951505698
4.5,-98,130,0.0395570943519094
4.5,-98,132,0.0393670237342678
4.5,-98,134,0.0392607503926903
4.5,-98,136,0.0392461135673786
4.5,-98,138,0.0393320473474679
4.5,-98,140,0.0395281440018948
4.5,-98,142,0.0398441652712615
4.5,-98,144,0.0402895134710404
4.5,-98,146,0.0408726786456373
4.5,-98,148,0.0416006819933874
4.5,-98,150,0.0424785390592282
4.5,-98,152,0.0435087684754066
4.5,-98,154,0.0446909730608773
4.5,-98,156,0.0460215196591839
4.5,-98,158,0.0474933420697274
4.5,-98,160,0.0490958877696161
4.5,-98,162,0.0508152239017819
4.5,-98,164,0.0526343114028209
4.5,-98,166,0.0545334484557701
4.5,-98,168,0.0564908760731539
4.5,-98,170,0.0584835300169276
4.5,-98,172,0.0604879149662328
4.5,-98,174,0.062481069386312
4.5,-98,176,0.0644415834418261
4.5,-98,178,0.0663506279792958
4.5,-98,180,0.0681929504192409
4.5,-96,0,2.22951090171359
4.5,-96,2,2.16403449603954
4.5,-96,4,2.09291348932038
4.5,-96,6,2.01683075254477
4.5,-96,8,1.93651225774591
4.5,-96,10,1.85271350061696
4.5,-96,12,1.76620563242608
4.5,-96,14,1.67776169836602
4.5,-96,16,1.58814336321493
4.5,-96,18,1.49808847433032
4.5,-96,20,1.4082997685223
4.5,-96,22,1.3194349758081
4.5,-96,24,1.23209851239229
4.5,-96,26,1.1468348906114
4.5,-96,28,1.06412390820099
4.5,-96,30,0.984377616087702
4.5,-96,32,0.90793900564279
4.5,-96,34,0.835082305158044
4.5,-96,36,0.7660147328705
4.5,-96,38,0.700879521228069
4.5,-96,40,0.639760004714977
4.5,-96,42,0.582684551346669
4.5,-96,44,0.529632115307404
4.5,-96,46,0.48053819414628
4.5,-96,48,0.435300987175762
4.5,-96,50,0.393787570747893
4.5,-96,52,0.355839929350375
4.5,-96,54,0.32128070741361
4.5,-96,56,0.289918573891274
4.5,-96,58,0.261553118770361
4.5,-96,60,0.235979226584275
4.5,-96,62,0.212990895875866
4.5,-96,64,0.192384494753734
4.5,-96,66,0.173961460801842
4.5,-96,68,0.157530468446573
4.5,-96,70,0.142909098446213
4.5,-96,72,0.129925052584481
4.5,-96,74,0.118416962174954
4.5,-96,76,0.108234841949649
4.5,-96,78,0.0992402416919228
4.5,-96,80,0.0913061469791071
4.5,-96,82,0.0843166780166815
4.5,-96,84,0.0781666321420367
4.5,-96,86,0.0727609114837194
4.5,-96,88,0.0680138727671885
4.5,-96,90,0.0638486315961136
4.5,-96,92,0.0601963488936828
4.5,-96,94,0.0569955226969822
4.5,-96,96,0.054191304250432
4.5,-96,98,0.0517348533940519
4.5,-96,100,0.0495827446096707
4.5,-96,102,0.0476964317693636
4.5,-96,104,0.0460417766047279
4.5,-96,106,0.0445886431528092
4.5,-96,108,0.0433105579015785
4.5,-96,110,0.0421844330253223
4.5,-96,112,0.0411903479475374
4.5,-96,114,0.0403113824884737
4.5,-96,116,0.039533493055175
4.5,-96,118,0.0388454217404348
4.5,-96,120,0.0382386268581326
4.5,-96,122,0.0377072224167232
4.5,-96,124,0.0372479133935616
4.5,-96,126,0.0368599135007788
4.5,-96,128,0.0365448325091075
4.5,-96,130,0.0363065211914325
4.5,-96,132,0.0361508636169271
4.5,-96,134,0.0360855088956085
4.5,-96,136,0.0361195375309577
4.5,-96,138,0.0362630612286184
4.5,-96,140,0.0365267592249784
4.5,-96,142,0.0369213587802443
4.5,-96,144,0.037457072214631
4.5,-96,146,0.0381430074967061
4.5,-96,148,0.0389865736294815
4.5,-96,150,0.0399929056150178
4.5,-96,152,0.0411643363076617
4.5,-96,154,0.042499943711499
4.5,-96,156,0.0439952020118725
4.5,-96,158,0.0456417627011541
4.5,-96,160,0.0474273885077357
4.5,-96,162,0.0493360575173856
4.5,-96,164,0.0513482480592201
4.5,-96,166,0.0534414069039403
4.5,-96,168,0.0555905944863248
4.5,-96,170,0.0577692917009684
4.5,-96,172,0.0599503438716241
4.5,-96,174,0.0621070093239598
4.5,-96,176,0.0642140731445224
4.5,-96,178,0.0662489816711134
4.5,-96,180,0.0681929504192408
4.5,-94,0,2.22951090171359
4.5,-94,2,2.1611038313945
4.5,-94,4,2.08722389036232
4.5,-94,6,2.00857847596721
4.5,-94,8,1.92591386653793
4.5,-94,10,1.84000137774108
4.5,-94,12,1.75162335990561
4.5,-94,14,1.66155943221837
4.5,-94,16,1.5705733284526
4.5,-94,18,1.47940069357148
4.5,-94,20,1.38873812332907
4.5,-94,22,1.2992336825732
4.5,-94,24,1.21147907538311
4.5,-94,26,1.12600357464202
4.5,-94,28,1.04326975329512
4.5,-94,30,0.963670997294212
4.5,-94,32,0.887530723622932
4.5,-94,34,0.815103177876012
4.5,-94,36,0.746575646113614
4.5,-94,38,0.682071886006956
4.5,-94,40,0.621656562926113
4.5,-94,42,0.565340467342347
4.5,-94,44,0.513086290003717
4.5,-94,46,0.464814739696995
4.5,-94,48,0.420410803666168
4.5,-94,50,0.379729971393003
4.5,-94,52,0.342604266878883
4.5,-94,54,0.308847961256898
4.5,-94,56,0.278262865082294
4.5,-94,58,0.250643126744151
4.5,-94,60,0.225779489071519
4.5,-94,62,0.203462979566163
4.5,-94,64,0.183488030212015
4.5,-94,66,0.165655040144529
4.5,-94,68,0.14977240847234
4.5,-94,70,0.135658075264117
4.5,-94,72,0.123140616321493
4.5,-94,74,0.112059942135777
4.5,-94,76,0.102267653723796
4.5,-94,78,0.0936271082480805
4.5,-94,80,0.086013245851458
4.5,-94,82,0.0793122263681522
4.5,-94,84,0.0734209208766329
4.5,-94,86,0.0682462987573375
4.5,-94,88,0.0637047462867489
4.5,-94,90,0.0597213480626219
4.5,-94,92,0.0562291578866551
4.5,-94,94,0.0531684812552878
4.5,-94,96,0.0504861874075029
4.5,-94,98,0.0481350649938351
4.5,-94,100,0.0460732318758988
4.5,-94,102,0.0442636063301514
4.5,-94,104,0.0426734439870738
4.5,-94,106,0.0412739421528024
4.5,-94,108,0.0400399106981622
4.5,-94,110,0.0389495064281606
4.5,-94,112,0.0379840257412087
4.5,-94,114,0.0371277484435446
4.5,-94,116,0.0363678238094758
4.5,-94,118,0.0356941883997338
4.5,-94,120,0.0350995038147006
4.5,-94,122,0.0345791015297538
4.5,-94,124,0.0341309213130635
4.5,-94,126,0.0337554295464205
4.5,-94,128,0.0334555041423816
4.5,-94,130,0.0332362737536238
4.5,-94,132,0.0331049006627243
4.5,-94,134,0.033070299154741
4.5,-94,136,0.0331427843055207
4.5,-94,138,0.0333336499141734
4.5,-94,140,0.0336546786648923
4.5,-94,142,0.0341175923623062
4.5,-94,144,0.0347334550327359
4.5,-94,146,0.0355120465598644
4.5,-94,148,0.0364612290290546
4.5,-94,150,0.0375863317704713
4.5,-94,152,0.0388895838972658
4.5,-94,154,0.0403696246344735
4.5,-94,156,0.0420211216785151
4.5,-94,158,0.043834526041244
4.5,-94,160,0.0457959882369835
4.5,-94,162,0.0478874552994756
4.5,-94,164,0.0500869611246236
4.5,-94,166,0.0523691143049498
4.5,-94,168,0.0547057783487309
4.5,-94,170,0.0570669294530197
4.5,-94,172,0.0594216673853369
4.5,-94,174,0.0617393461155411
4.5,-94,176,0.0639907832095625
4.5,-94,178,0.0661495011798726
4.5,-94,180,0.0681929504192408
4.5,-92,0,2.22951090171359
4.5,-92,2,2.15825336330793
4.5,-92,4,2.08169519453842
4.5,-92,6,2.00056768084841
4.5,-92,8,1.9156367431103
4.5,-92,10,1.82768883969541
4.5,-92,12,1.73751684196872
4.5,-92,14,1.64590627754049
4.5,-92,16,1.55362230934489
4.5,-92,18,1.46139777881308
4.5,-92,20,1.36992259044186
4.5,-92,22,1.27983465578098
4.5,-92,24,1.19171255040762
4.5,-92,26,1.10606997104301
4.5,-92,28,1.02335201470858
4.5,-92,30,0.943933240548357
4.5,-92,32,0.868117420075204
4.5,-92,34,0.796138835018209
4.5,-92,36,0.728164944961021
4.5,-92,38,0.664300220265173
4.5,-92,40,0.604590919485331
4.5,-92,42,0.54903058419436
4.5,-92,44,0.497566026989488
4.5,-92,46,0.450103599245275
4.5,-92,48,0.406515542476756
4.5,-92,50,0.36664624941103
4.5,-92,52,0.330318286446372
4.5,-92,54,0.297338056576362
4.5,-92,56,0.267501009680486
4.5,-92,58,0.240596334128945
4.5,-92,60,0.21641108893799
4.5,-92,62,0.194733758501178
4.5,-92,64,0.175357231706993
4.5,-92,66,0.158081223752379
4.5,-92,68,0.142714172091068
4.5,-92,70,0.129074647797706
4.5,-92,72,0.116992330397857
4.5,-92,74,0.106308598219879
4.5,-92,76,0.096876787939094
4.5,-92,78,0.0885621766101225
4.5,-92,80,0.0812417375269056
4.5,-92,82,0.0748037181023376
4.5,-92,84,0.0691470839786503
4.5,-92,86,0.0641808690802128
4.5,-92,88,0.0598234665670182
4.5,-92,90,0.056001890852297
4.5,-92,92,0.0526510361725539
4.5,-92,94,0.0497129527559531
4.5,-92,96,0.0471361574955369
4.5,-92,98,0.044874992231039
4.5,-92,100,0.0428890392814273
4.5,-92,102,0.041142600732358
4.5,-92,104,0.039604245136543
4.5,-92,106,0.0382464226914503
4.5,-92,108,0.0370451475780117
4.5,-92,110,0.0359797439417021
4.5,-92,112,0.0350326499497244
4.5,-92,114,0.0341892724560319
4.5,-92,116,0.0334378830583299
4.5,-92,118,0.032769544766125
4.5,-92,120,0.032178057163968
4.5,-92,122,0.0316599069146142
4.5,-92,124,0.0312142097826022
4.5,-92,126,0.0308426301582717
4.5,-92,128,0.0305492644157921
4.5,-92,130,0.0303404754296194
4.5,-92,132,0.0302246672682963
4.5,-92,134,0.0302119915216989
4.5,-92,136,0.0303139798991877
4.5,-92,138,0.0305431016165364
4.5,-92,140,0.0309122485703444
4.5,-92,142,0.0314341562240315
4.5,-92,144,0.032120773286736
4.5,-92,146,0.0329825983911806
4.5,-92,148,0.0340280067633661
4.5,-92,150,0.0352625939949868
4.5,-92,152,0.036688567142924
4.5,-92,154,0.0383042151724743
4.5,-92,156,0.0401034909608204
4.5,-92,158,0.0420757354850039
4.5,-92,160,0.044205571330202
4.5,-92,162,0.0464729872802021
4.5,-92,164,0.048853628630455
4.5,-92,166,0.0513192992633198
4.5,-92,168,0.0538386718370667
4.5,-92,170,0.0563781921630663
4.5,-92,172,0.0589031535561843
4.5,-92,174,0.06137890726108
4.5,-92,176,0.0637721666015599
4.5,-92,178,0.0660523558463924
4.5,-92,180,0.0681929504192408
4.5,-90,0,2.22951090171359
4.5,-90,2,2.155486300706
4.5,-90,4,2.0763330876007
4.5,-90,6,1.99280578450344
4.5,-90,8,1.90568929252013
4.5,-90,10,1.81578455091391
4.5,-90,12,1.7238943026427
4.5,-90,14,1.63080935872712
4.5,-90,16,1.53729572259124
4.5,-90,18,1.44408289121641
4.5,-90,20,1.35185359523454
4.5,-90,22,1.26123517796395
4.5,-90,24,1.17279274708328
4.5,-90,26,1.08702416539192
4.5,-90,28,1.0043568819984
4.5,-90,30,0.9251465450571
4.5,-90,32,0.849677284119681
4.5,-90,34,0.77816350600782
4.5,-90,36,0.710753013969991
4.5,-90,38,0.647531236271555
4.5,-90,40,0.588526337222304
4.5,-90,42,0.533714980397367
4.5,-90,44,0.48302851946422
4.5,-90,46,0.436359405283727
4.5,-90,48,0.393567617295446
4.5,-90,50,0.354486951020922
4.5,-90,52,0.318931020221462
4.5,-90,54,0.286698860317296
4.5,-90,56,0.257580047758307
4.5,-90,58,0.231359276982912
4.5,-90,60,0.207820361494292
4.5,-90,62,0.186749647748183
4.5,-90,64,0.167938849547028
4.5,-90,66,0.151187326253427
4.5,-90,68,0.136303840344638
4.5,-90,70,0.123107838760209
4.5,-90,72,0.1114303083994
4.5,-90,74,0.101114259342379
4.5,-90,76,0.0920148902900884
4.5,-90,78,0.083999489755323
4.5,-90,80,0.0769471241025006
4.5,-90,82,0.0707481600137796
4.5,-90,84,0.0653036647056675
4.5,-90,86,0.0605247225374693
4.5,-90,88,0.0563317017936262
4.5,-90,90,0.0526535005858889
4.5,-90,92,0.0494267961566939
4.5,-90,94,0.0465953174729616
4.5,-90,96,0.0441091569388813
4.5,-90,98,0.041924133351031
4.5,-90,100,0.0400012148653675
4.5,-90,102,0.038306007718756
4.5,-90,104,0.0368083137101587
4.5,-90,106,0.0354817569546434
4.5,-90,108,0.0343034781337009
4.5,-90,110,0.0332538923409387
4.5,-90,112,0.0323165046373917
4.5,-90,114,0.0314777755752458
4.5,-90,116,0.0307270272309593
4.5,-90,118,0.030056378736925
4.5,-90,120,0.0294606989635196
4.5,-90,122,0.0289375629478832
4.5,-90,124,0.0284871979746011
4.5,-90,126,0.028112404979126
4.5,-90,128,0.0278184412627053
4.5,-90,130,0.0276128514672256
4.5,-90,132,0.0275052354333724
4.5,-90,134,0.0275069440027354
4.5,-90,136,0.0276306970336638
4.5,-90,138,0.0278901218444974
4.5,-90,140,0.0282992148844087
4.5,-90,142,0.0288717345104618
4.5,-90,144,0.0296205381089456
4.5,-90,146,0.0305568821736042
4.5,-90,148,0.0316897090316014
4.5,-90,150,0.0330249483482171
4.5,-90,152,0.034564864991717
4.5,-90,154,0.0363074869634336
4.5,-90,156,0.0382461475991751
4.5,-90,158,0.0403691749000402
4.5,-90,160,0.0426597575218193
4.5,-90,162,0.0450960116269638
4.5,-90,164,0.04765126559721
4.5,-90,166,0.0502945707708194
4.5,-90,168,0.0529914362908226
4.5,-90,170,0.0557047753311018
4.5,-90,172,0.0583960389973279
4.5,-90,174,0.0610265037257966
4.5,-90,176,0.0635586686825827
4.5,-90,178,0.0659577121202458
4.5,-90,180,0.0681929504192407
4.5,-88,0,2.22951090171359
4.5,-88,2,2.15280574983372
4.5,-88,4,2.07114304697239
4.5,-88,6,1.98529988680185
4.5,-88,8,1.89607948982966
4.5,-88,10,1.80429663044628
4.5,-88,12,1.71076330348235
4.5,-88,14,1.61627502057135
4.5,-88,16,1.52159809023693
4.5,-88,18,1.42745818680988
4.5,-88,20,1.33453045481976
4.5,-88,22,1.24343133055473
4.5,-88,24,1.1547121943538
4.5,-88,26,1.068854899162
4.5,-88,28,0.986269155981473
4.5,-88,30,0.907291697747869
4.5,-88,32,0.832187091997174
4.5,-88,34,0.761150031024054
4.5,-88,36,0.694308897005509
4.5,-88,38,0.631730379098444
4.5,-88,40,0.573424909572162
4.5,-88,42,0.519352685871689
4.5,-88,44,0.46943005399559
4.5,-88,46,0.423536044299204
4.5,-88,48,0.381518872217282
4.5,-88,50,0.343202241793265
4.5,-88,52,0.308391317696257
4.5,-88,54,0.276878260107898
4.5,-88,56,0.248447245155757
4.5,-88,58,0.222878920364019
4.5,-88,60,0.199954269035441
4.5,-88,62,0.179457878967568
4.5,-88,64,0.161180629074274
4.5,-88,66,0.144921822178374
4.5,-88,68,0.130490803493852
4.5,-88,70,0.117708112306852
4.5,-88,72,0.10640621938456
4.5,-88,74,0.0964299050573795
4.5,-88,76,0.0876363331417631
4.5,-88,78,0.0798948743217033
4.5,-88,80,0.0730867296990617
4.5,-88,82,0.0671044013410055
4.5,-88,84,0.0618510521397723
4.5,-88,86,0.0572397924491281
4.5,-88,88,0.0531929260131365
4.5,-88,90,0.0496411828423742
4.5,-88,92,0.0465229620554827
4.5,-88,94,0.0437836033782268
4.5,-88,96,0.0413747020257183
4.5,-88,98,0.0392534781000945
4.5,-88,100,0.0373822084031971
4.5,-88,102,0.035727725660151
4.5,-88,104,0.0342609875318506
4.5,-88,106,0.0329567154139162
4.5,-88,108,0.0317931008298063
4.5,-88,110,0.0307515751866661
4.5,-88,112,0.0298166367464328
4.5,-88,114,0.0289757268600601
4.5,-88,116,0.0282191458268886
4.5,-88,118,0.0275399972023462
4.5,-88,120,0.0269341480345019
4.5,-88,122,0.0264001914322878
4.5,-88,124,0.0259393971405988
4.5,-88,126,0.0255556355163498
4.5,-88,128,0.0252552605655255
4.5,-88,130,0.0250469386103628
4.5,-88,132,0.0249414107894896
4.5,-88,134,0.0249511800078924
4.5,-88,136,0.0250901161670694
4.5,-88,138,0.0253729774906825
4.5,-88,140,0.0258148504340298
4.5,-88,142,0.0264305158822758
4.5,-88,144,0.0272337548956665
4.5,-88,146,0.0282366128838333
4.5,-88,148,0.0294486464694416
4.5,-88,150,0.0308761820819537
4.5,-88,152,0.0325216191376735
4.5,-88,154,0.0343828131541831
4.5,-88,156,0.0364525749942418
4.5,-88,158,0.038718321380511
4.5,-88,160,0.0411619087058331
4.5,-88,162,0.0437596769392968
4.5,-88,164,0.0464827231857005
4.5,-88,166,0.0492974154282556
4.5,-88,168,0.0521661465456958
4.5,-88,170,0.0550483173473506
4.5,-88,172,0.057901525717865
4.5,-88,174,0.0606829276790395
4.5,-88,176,0.0633507259552945
4.5,-88,178,0.0658657331421154
4.5,-88,180,0.0681929504192407
4.5,-86,0,2.22951090171359
4.5,-86,2,2.15021471176397
4.5,-86,4,2.06613034024609
4.5,-86,6,1.97805677313096
4.5,-86,8,1.88681489096907
4.5,-86,10,1.79323267407656
4.5,-86,12,1.69813078018521
4.5,-86,14,1.60230888246117
4.5,-86,16,1.50653311433428
4.5,-86,18,1.41152491424664
4.5,-86,20,1.31795150122869
4.5,-86,22,1.22641814445059
4.5,-86,24,1.13746231998098
4.5,-86,26,1.05154977921046
4.5,-86,28,0.969072488768534
4.5,-86,30,0.890348343842107
4.5,-86,32,0.81562250759941
4.5,-86,34,0.745070190324598
4.5,-86,36,0.678800653623359
4.5,-86,38,0.616862207800023
4.5,-86,40,0.559247963802497
4.5,-86,42,0.50590210408134
4.5,-86,44,0.456726448044798
4.5,-86,46,0.411587105992352
4.5,-86,48,0.370321038819703
4.5,-86,50,0.332742367724714
4.5,-86,52,0.298648306991198
4.5,-86,54,0.267824622213913
4.5,-86,56,0.240050544783092
4.5,-86,58,0.215103100036035
4.5,-86,60,0.192760830425154
4.5,-86,62,0.172806915816076
4.5,-86,64,0.155031710321297
4.5,-86,66,0.13923472880916
4.5,-86,68,0.125226126495025
4.5,-86,70,0.112827722050768
4.5,-86,72,0.101873618790109
4.5,-86,74,0.0922104800957465
4.5,-86,76,0.083697514777006
4.5,-86,78,0.0762062259154945
4.5,-86,80,0.0696199733851905
4.5,-86,82,0.0638333960022006
4.5,-86,84,0.0587517345018333
4.5,-86,86,0.0542900915380119
