"Time [ns]","V(S6_B) [mV]"
2.29767643434991,129.872564570917
2.30267856312784,138.633165993749
2.30896053804347,148.891507297325
2.31513086596495,158.186592119066
2.32130119388644,166.827388813025
2.32747152180792,174.985120385635
2.33333333333333,182.396759199313
2.33413159410339,183.374057342241
2.33492985487345,184.3396762073
2.33652637641357,186.253276942384
2.33824965664642,188.295721804893
2.33997293687927,190.340277290783
2.34169621711212,192.390828670444
2.34333333333333,194.325716786098
2.34413159410339,195.257746342039
2.34492985487345,196.183433929448
2.34652637641357,198.015724783898
2.34863876850687,200.359589544112
2.35075116060017,202.595520821315
2.35286355269347,204.761944378667
2.35497594478676,206.931844928432
2.35708833688006,209.15545600608
2.35920072897336,211.431723396405
2.36131312106666,213.71703989712
2.36342551315996,215.95404105421
2.36611637203128,218.671425920782
2.3688072309026,221.236524558206
2.37149808977392,223.707755932833
2.37418894864525,226.172529519188
2.37687980751657,228.695273432139
2.37957066638789,231.284846456463
2.38226152525921,233.894262719077
2.38566805890083,237.106693944614
2.38907459254245,240.120665462674
2.39248112618407,242.929531501846
2.39588765982569,245.636725772076
2.39929419346731,248.378249089567
2.40361113041007,251.944891277847
2.40792806735284,255.286005102403
2.41224500429561,257.633385025706
2.41656194123837,258.029539791875
2.42209686763091,254.58002068204
2.42642472193891,248.667522388536
2.43075257624691,240.515940708184
2.43602315526768,229.037814559171
2.44129373428845,217.428763631471
2.4453817517395,209.087179788845
2.44946976919056,201.584768323458
2.45448810579505,193.413639118779
2.45950644239954,186.10657767843
2.46452477900403,179.400093950635
2.46954311560852,173.173585772217
2.47584375515416,166.011760674667
2.4821443946998,159.549436453555
2.48844503424545,153.657795717245
2.49474567379109,148.160555089222
2.50104631333673,142.943210394698
2.50734695288238,137.984053404003
2.51723070570239,130.731599129728
2.52711445852241,124.02142433679
2.53699821134243,117.68528588995
2.54688196416245,111.654217139147
2.55676571698247,105.936831310401
2.56929899890676,99.0576991859804
2.58183228083104,92.4661192900849
2.59436556275532,86.1514864319405
2.61181440884654,77.9878792189958
2.62926325493776,70.6487177052471
2.64671210102898,64.069782255623
2.67426568519391,54.791445284984
2.70181926935883,46.6983211701354
2.73967202783531,37.4437274515867
2.77752478631178,29.8678116838789
2.83455541008067,21.0651910227999
2.87660012702164,16.2725605271054
2.94194976771907,10.6910676891093
3.00729940841651,6.98881881284061
3.07264904911394,4.48320942052587
3.15344911466184,2.53091660453805
3.23424918020974,1.37617541631772
3.32433420386745,0.638827984538219
3.41441922752517,0.254277045359016
3.5,0.048394214445361
3.50079826077006,0.0544769236420025
3.50159652154012,0.0666394612593768
3.50319304308024,0.0971871233266213
3.50491632331309,0.127161920222727
3.50663960354594,0.12715593795526
3.50836288377879,0.0928366766536176
3.51,0.0471607061084225
3.51079826077006,0.024235298406588
3.51159652154012,0.0018876540211671
3.51319304308024,-0.0349793860292316
3.51530696429053,-0.0366162488044676
3.51742088550083,0.0344025216244552
3.51953480671113,0.142708190891622
3.52164872792142,0.218199945498419
3.52376264913172,0.213189703028305
3.52587657034202,0.130741252735613
3.52799049155231,0.0157492406223067
3.53010441276261,-0.0739311619935836
3.53279428886137,-0.0897711461249052
3.53548416496013,0.00737470768164986
3.53817404105889,0.15784174535142
3.54086391715765,0.2737397360841
3.54355379325641,0.291202472239938
3.54624366935517,0.202903568994108
3.54893354545394,0.0580368437768441
3.5523292844954,-0.0827997067081167
3.55572502353687,-0.076102894721191
3.55912076257834,0.0890880637155797
3.56251650161981,0.313311858350541
3.56591224066128,0.462938136962815
3.57021332147041,0.500899999114626
3.57451440227954,0.690749970455629
3.57881548308867,1.78918601654826
3.5831165638978,4.74545171878012
3.58863332321225,12.3640983847325
3.59295602354554,21.4688561367494
3.59727872387882,32.7579860851713
3.60259674394355,48.1431121409142
3.60791476400828,63.5637975846678
3.61200080540633,74.6699689581185
3.61608684680437,84.8686757522596
3.6210961001029,96.2474709249432
3.62610535340142,106.675274424116
3.63111460669995,116.421807638605
3.63612385999847,125.611320944707
3.64240513217131,136.372151084193
3.64854729280304,146.101524977299
3.65468945343478,155.167196921164
3.66083161406652,163.738799966212
3.66666666666667,171.531701933587
3.66746492743673,172.564583608653
3.66826318820679,173.585510824426
3.6698597097469,175.609181526264
3.67158298997976,177.769217539275
3.67330627021261,179.930118269652
3.67502955044546,182.095788506346
3.67666666666667,184.138920519569
3.67746492743673,185.123212139799
3.67826318820679,186.100909168056
3.67985970974691,188.036716235872
3.68197212089023,190.516031700896
3.68408453203356,192.885679587268
3.68619694317688,195.184102997172
3.68830935432021,197.484301698619
3.69042176546353,199.836521709016
3.69253417660686,202.239720114423
3.69464658775018,204.650302377381
3.69675899889351,207.010920312149
3.69944984515029,209.883382269473
3.70214069140707,212.600971143564
3.70483153766385,215.222157515128
3.70752238392063,217.834399688387
3.71021323017742,220.502170512287
3.7129040764342,223.234369630842
3.71559492269098,225.984049041595
3.7190014156017,229.370693464785
3.72240790851243,232.555221797443
3.72581440142315,235.531056874068
3.72922089433387,238.401699929063
3.7326273872446,241.303222756289
3.73694426623879,245.067792430277
3.74126114523298,248.6015935021
3.74557802422717,251.136591451341
3.74989490322136,251.715438990954
3.75542978871115,248.49307879603
3.75975770712115,242.752568106992
3.76408562553115,234.768165638424
3.76935619728435,223.487582004326
3.77462676903754,212.069527301252
3.77871475977202,203.87178850656
3.7828027505065,196.509558368474
3.78782100050421,188.505728640457
3.79283925050192,181.36072349087
3.79785750049963,174.811193840972
3.80287575049734,168.736676801439
3.80917635082841,161.758821355279
3.81529204260181,155.649612427567
3.82140773437521,150.076431195992
3.82752342614861,144.875860193506
3.83333333333333,140.178786056333
3.83413159410339,139.557946098953
3.83492985487345,138.947241338956
3.83652637641357,137.74039018301
3.83824965664642,136.453922027888
3.83997293687927,135.158242364378
3.84169621711212,133.849521402494
3.84333333333333,132.61290342839
3.84413159410339,132.018346660933
3.84492985487345,131.428664621143
3.84652637641357,130.265468121183
3.84863865983874,128.798079142843
3.85075094326392,127.428642559123
3.85286322668909,126.118920365902
3.85497551011426,124.796113374402
3.85708779353944,123.410152091339
3.85920007696461,121.96222614364
3.86131236038978,120.496053738484
3.86342464381496,119.069094423999
3.86611510731023,117.370690423844
3.8688055708055,115.810083787329
3.87149603430077,114.329023206207
3.87418649779605,112.840249883144
3.87687696129132,111.279454213757
3.87956742478659,109.637871430889
3.88225788828186,107.962585556402
3.88566420464172,105.912920652892
3.88907052100158,104.040159934933
3.89247683736143,102.351422132618
3.89588315372129,100.743688778491
3.89928947008115,99.0812170282202
3.90360621555029,96.8527369628948
3.90792296101943,94.8170545988667
3.91223970648857,93.7424664115479
3.91655645195771,94.5870317510494
3.92209136848835,99.582709871362
3.92641960551622,106.671737873723
3.93074784254409,115.97264660894
3.93602055178354,128.818748182837
3.94129326102298,141.756579356454
3.94538163522112,151.098648120894
3.94947000941925,159.578462118529
3.95448841350206,168.918038787822
3.95950681758487,177.360726814351
3.96452522166768,185.170901706619
3.96954362575049,192.469949241418
3.97584394761771,200.934896344505
3.98214426948494,208.65388531109
3.98844459135217,215.757196119958
3.9947449132194,222.422625187534
4.00104523508663,228.766192843006
4.00734555695385,234.811070143275
4.01722658661968,243.686698705865
4.02710761628551,251.929070536446
4.03698864595134,259.711170842736
4.04686967561716,267.106507788351
4.05873218102692,275.475140958199
4.07059468643669,283.374395924875
4.08499172632795,292.497199671971
4.09938876621922,301.09684308344
4.1208668646619,312.724369533678
4.14234496310459,322.900641452793
4.16382306154727,331.889630966494
4.19647241613827,343.832644018168
4.22912177072926,353.798633158476
4.26444772415437,362.6822011716
4.29977367757948,370.03826082717
4.33333333333333,375.690634909146
4.33413159410339,375.803024769131
4.33492985487345,375.908963354073
4.33652637641357,376.113887528462
4.33824965664642,376.336456505106
4.33997293687927,376.587324025089
4.34169621711213,376.870774809195
4.34333333333333,377.151441269213
4.34413159410339,377.288107108553
4.34492985487345,377.423751668188
4.34652637641357,377.686296862362
4.34864521153567,377.984422769976
4.35076404665776,378.206075219552
4.35288288177985,378.386798182444
4.35500171690195,378.59699196967
4.35712055202404,378.88428051941
4.35923938714613,379.245136168428
4.36135822226823,379.63414426553
4.36347705739032,379.993261545813
4.36617756375249,380.346422186762
4.36887807011466,380.580983373252
4.37157857647683,380.75853212885
4.374279082839,380.968066305656
4.37697958920117,381.272993472457
4.37968009556334,381.678832084829
4.38238060192551,382.134252071014
4.38577701215721,382.653879449816
4.3891734223889,383.015777136301
4.3925698326206,383.212959023129
4.39596624285229,383.347735104662
4.39936265308399,383.553176428545
4.40366102151717,383.951421338375
4.40795938995036,384.172112881606
4.41225775838354,383.450894002558
4.41655612681673,380.840532828399
4.42206335902402,373.650347381885
4.4263721563158,364.900131581792
4.43068095360758,353.985763808951
4.43599725018235,339.038461909198
4.44131354675712,324.062611615598
4.44540260245702,313.284916514736
4.44949165815691,303.408550351043
4.45451557590306,292.389104004632
4.45953949364921,282.309042184456
4.46456341139536,272.899138968416
4.46958732914151,264.0375114832
4.47588016752302,253.688233050163
4.48217300590453,244.143159515901
4.48846584428603,235.271384887921
4.49475868266754,226.893459453528
4.50105152104905,218.891786618977
4.50734435943056,211.24176776681
4.51720813297797,199.95642708358
4.52707190652539,189.419899783189
4.5369356800728,179.450984981178
4.54679945362022,169.971533283688
4.55871366013178,159.169998460298
4.57062786664333,148.985869199903
4.58254207315489,139.287560364895
4.59445627966645,130.064256074027
4.61249311165272,117.15135282104
4.63052994363899,105.553298952563
4.64856677562526,95.1485201480527
4.66666666666667,85.6622362158351
4.66746492743673,85.2696335412482
4.66826318820678,84.8845374238557
4.6698597097469,84.1235212774817
4.67158298997975,83.3059639394764
4.67330627021261,82.466072026578
4.67502955044546,81.6000215046213
4.67666666666667,80.7721625837507
4.67746492743673,80.3717303325185
4.67826318820679,79.9738439326903
4.67985970974691,79.1898580500009
4.68197867236155,78.2089487886106
4.68409763497619,77.314834170392
4.68621659759083,76.4714084540965
4.68833556020548,75.6075424945665
4.69045452282012,74.6748200008404
4.69257348543476,73.6760038490094
4.69469244804941,72.6558401915537
4.69681141066405,71.6718462658811
4.69951361883895,70.5302002936459
4.70221582701385,69.5165794472814
4.70491803518875,68.5693118270439
4.70762024336365,67.5995868296268
4.71032245153854,66.5444244198327
4.71302465971344,65.3988473055813
4.71572686788834,64.2146401371854
4.71912351056896,62.7949186321192
4.72252015324957,61.549765839842
4.72591679593019,60.4851116656592
4.72931343861081,59.4977102713777
4.73271008129142,58.4541377870054
4.73700803076238,57.016897547882
4.74130598023333,55.7826331987628
4.74560392970429,55.5168145322208
4.74990187917524,57.1664095933687
4.75540769954921,63.159612676763
4.75971872712457,71.0041109609899
4.76402975469993,81.0342799487294
4.76934830685186,94.9150116128231
4.7746668590038,108.850926952255
4.77875456715933,118.840090081373
4.78284227531485,127.946303489326
4.78786669507766,138.049128452869
4.79289111484047,147.238961747451
4.79791553460328,155.78361627396
4.8029399543661,163.803603631937
4.80923299689411,173.130165635886
4.81552603942212,181.68787213273
4.82181908195013,189.6072365443
4.82811212447815,197.066844191181
4.83440516700616,204.183012339351
4.84069820953417,210.97909050232
4.85056525729255,220.989733490277
4.86043230505093,230.322401854939
4.8702993528093,239.154070554519
4.88016640056768,247.558837138442
4.89208285096798,257.140042682176
4.90399930136828,266.18643689363
4.91591575176858,274.824311658813
4.92783220216888,283.058984318413
4.94588207579645,294.606677801447
4.96393194942403,304.977679257534
4.9819818230516,314.280592508946
5,322.732666306838
5.00079826077006,323.08403503092
5.00159652154012,323.428095634823
5.00319304308024,324.10743545311
5.00491632331309,324.837712364556
5.00663960354594,325.591228155256
5.00836288377879,326.371796967151
5.01,327.119268346458
5.01079826077006,327.480884664963
5.01159652154012,327.840141704756
5.01319304308024,328.547240503783
5.01531198895173,329.427237651229
5.01743093482323,330.221731877021
5.01954988069472,330.966814463243
5.02166882656622,331.73359982918
5.02378777243771,332.570490612212
5.02590671830921,333.474711229948
5.0280256641807,334.401502465068
5.0301446100522,335.293332329952
5.03284678901781,336.31916799038
5.03554896798342,337.218878041066
5.03825114694904,338.054095428521
5.04095332591465,338.913595632736
5.04365550488027,339.860329944392
5.04635768384588,340.899252603167
5.0490598628115,341.978558319364
5.05245650693925,343.268883683878
5.055853151067,344.387316456963
5.05924979519475,345.327866127778
5.0626464393225,346.193721158312
5.06604308345025,347.118257184886
5.07034104925203,348.408415110865
5.07463901505382,349.499485249092
5.07893698085561,349.62591533066
5.08323494665739,347.840631832105
5.08874079859059,341.678788588344
5.09305185909125,333.706147289914
5.09736291959192,323.551145750409
5.10268147276064,309.520958810657
5.10800002592937,295.440393471175
5.11208775353708,285.34320174551
5.1161754811448,276.131677165165
5.12119991169072,265.903065520611
5.12622434223664,256.591336995575
5.13124877278256,247.928558345907
5.13627320332848,239.79410050747
5.14256622632934,230.329190377973
5.1488592493302,221.638477824192
5.15515227233106,213.591252560892
5.16144529533192,206.008738063256
5.16773831833278,198.774429541201
5.17403134133364,191.864795561806
5.18389820534308,181.685043766974
5.19376506935251,172.193464654951
5.20363193336195,163.212489039971
5.21349879737138,154.667449072678
5.22541515757915,144.927991452363
5.23733151778692,135.734885199675
5.24924787799469,126.961013619939
5.26116423820247,118.60028094579
5.27921251626806,106.879782841695
5.29726079433365,96.3547256017243
5.31530907239924,86.9145304034198
5.33333333333333,78.3368775347345
5.33413159410339,77.9804201566587
5.33492985487345,77.631296867415
5.33652637641357,76.9418833499666
5.33824965664642,76.2008482571226
5.33997293687927,75.4366927572885
5.34169621711212,74.6456014111517
5.34333333333333,73.8882410045779
5.34413159410339,73.5218526366604
5.34492985487345,73.1578479143812
5.34652637641357,72.4413022418313
5.34864532487776,71.5489147057579
5.35076427334195,70.7421980150037
5.35288322180613,69.9850584867022
5.35500217027032,69.20637929602
5.35712111873451,68.3577556534697
5.35924006719869,67.4419612568719
5.36135901566288,66.5037535165174
5.36347796412706,65.6006624759671
5.36618014872611,64.5606868929923
5.36888233332516,63.6470811832586
5.37158451792421,62.7982072936165
5.37428670252326,61.9252851072768
5.3769888871223,60.9653595639359
5.37969107172135,59.9134734081999
5.3823932563204,58.8214291323353
5.38578990124339,57.5154073818824
5.38918654616638,56.3816195096248
5.39258319108938,55.4260466337271
5.39597983601237,54.5454916902844
5.39937648093536,53.6065724623795
5.40367444543498,52.2986625213106
5.40797240993461,51.1903339738218
5.41227037443423,51.0471302343149
5.41656833893385,52.8161109765631
5.4220741870232,58.957722749808
5.42638524176718,66.9150057457611
5.43069629651117,77.0550556490208
5.43601485005787,91.0673616351258
5.44133340360458,105.130636529811
5.44542112889279,115.214926173652
5.44950885418099,124.413884845671
5.45453328440234,134.627505613447
5.4595577146237,143.924723925625
5.46458214484505,152.573456592365
5.4696065750664,160.694316592339
5.4758996002599,170.142808191086
5.48200096728271,178.563085310123
5.48810233430552,186.373905855347
5.49420370132833,193.740732418824
5.5,200.431333101423
5.50079826077006,201.322760942019
5.50159652154012,202.202883463283
5.50319304308024,203.946238764334
5.50491632331309,205.806597922691
5.50663960354594,207.670808807847
5.50836288377879,209.542758782619
5.51,211.309591487403
5.51079826077006,212.160434595321
5.51159652154012,213.005308700328
5.51319304308024,214.676716427292
5.5153102603693,216.814740718154
5.51742747765837,218.847001826608
5.51954469494743,220.812267341987
5.5216619122365,222.783909059133
5.52377912952556,224.812105639867
5.52589634681463,226.895274013898
5.52801356410369,228.989155402387
5.53013078139276,231.036014247699
5.53283209376649,233.517169693786
5.53553340614023,235.849086669288
5.53823471851397,238.091761565563
5.5409360308877,240.33350150932
5.54363734326144,242.63821259823
5.54633865563518,245.012995036211
5.54903996800892,247.408825706589
5.5524474865393,250.340890708219
5.55585500506968,253.077690655912
5.55926252360006,255.616368377888
5.56267004213045,258.062920153651
5.56607756066083,260.552423099718
5.5703925174577,263.801427756691
5.57470747425456,266.817872224019
5.57902243105143,268.824988550646
5.5833373878483,268.866615106656
5.58886412992123,264.967760911382
5.59318819330219,258.72241518751
5.59751225668315,250.267823463963
5.60278918948421,238.438288409053
5.60806612228526,226.51580756428
5.61215871862087,217.950888975143
5.61625131495647,210.233568044014
5.62128609401985,201.785673808822
5.62632087308324,194.207457351694
5.63135565214662,187.236049535441
5.63639043121,180.753694485832
5.64270101255448,173.297189927572
5.64901159389895,166.55117902691
5.65532217524343,160.383052161436
5.6616327565879,154.615849297787
5.66794333793238,149.137386539151
5.67425391927685,143.927899546187
5.68418978823832,136.275207190237
5.6941256571998,129.187487695849
5.70406152616127,122.494167514634
5.71399739512274,116.128500389237
5.72602203680778,108.865100105352
5.73804667849283,101.995048299494
5.75007132017787,95.3993710269713
5.76209596186292,89.085812921623
5.78013073945036,80.3206672925956
5.79816551703781,72.4768906112071
5.81620029462526,65.4600538216162
5.83333333333333,59.3643884862626
5.83413159410339,59.0978866161743
5.83492985487345,58.8383238755257
5.83652637641357,58.3272476242203
5.83824965664642,57.7769632810224
5.83997293687927,57.2017697922973
5.84169621711212,56.5978704777247
5.84333333333333,56.0167144843763
5.84413159410339,55.7354828189414
5.84492985487345,55.4562596826673
5.84652637641357,54.9085269083072
5.84864529902738,54.2378821129418
5.85076422164119,53.6502608198519
5.85288314425499,53.1095712757152
5.8550020668688,52.5447045503903
5.85712098948261,51.907270084475
5.85923991209641,51.2000634165779
5.86135883471022,50.4678730988429
5.86347775732403,49.768270099928
5.86617995256248,48.9841927754201
5.86888214780092,48.3225644802201
5.87158434303937,47.7218481082818
5.87428653827782,47.0933470810888
5.87698873351626,46.3741693020248
5.87969092875471,45.5594021867474
5.88239312399316,44.7008802565641
5.88578983604105,43.6833213565302
5.88918654808894,42.8324155557464
5.89258326013683,42.1542098631482
5.89597997218473,41.5455866994865
5.89937668423262,40.8732627607461
5.90367475841171,39.8952354443366
5.9079728325908,39.1087208851599
5.91227090676989,39.279548523858
5.91656898094899,41.35501640925
5.92207495516879,47.8784418757879
5.92638611276489,56.1262992313826
5.93069727036099,66.5496053240288
5.93601591494293,80.9013141227423
5.94133455952488,95.2932753346737
5.9454223865003,105.623232365709
5.94951021347573,115.061967333885
5.95453475074046,125.562472284054
5.95955928800519,135.138214538023
5.96458382526992,144.05732131783
5.96960836253464,152.440601684045
5.97590131524766,162.206583663615
5.98219426796068,171.187372916335
5.9884872206737,179.514073966571
5.99478017338672,187.365811956901
6.00107312609974,194.859417163829
6.00736607881276,202.018753983469
6.0172329796175,212.571733835337
6.02709988042224,222.415032557755
6.03696678122698,231.727386492125
6.04683368203172,240.584564580471
6.05875111790202,250.677759734161
6.07066855377231,260.199775145081
6.08258598964261,269.279377371058
6.0945034255129,277.924182987859
6.11255449882409,290.037845049504
6.13060557213528,300.91419084736
6.14865664544647,310.668155601199
6.17787444837808,324.640113341313
6.20709225130968,336.61806176744
6.24928863812182,350.76296995081
6.29148502493396,361.983973159085
6.33333333333333,370.695873252831
6.33413159410339,370.831975799399
6.33492985487345,370.961320574705
6.33652637641357,371.21247215071
6.33824965664642,371.483706439491
6.33997293687927,371.782141764907
6.34169621711212,372.112283490808
6.34333333333333,372.436705246804
6.34413159410339,372.59451941179
6.34492985487345,372.751261036247
6.34652637641357,373.055930916443
6.34864519786787,373.409856692143
6.35076401932216,373.68735853346
6.35288284077646,373.924063706824
6.35500166223076,374.190339679472
6.35712048368505,374.53368273693
6.35923930513935,374.950373787231
6.36135812659365,375.394778285741
6.36347694804795,375.808639307475
6.3661770291902,376.23029167187
6.36887711033245,376.531808476666
6.3715771914747,376.774685882741
6.37427727261696,377.047987435992
6.37697735375921,377.415326333196
6.37967743490146,377.882507362702
6.38237751604372,378.398480646036
6.38577425595374,378.993551586208
6.38917099586376,379.429895629885
6.39256773577378,379.700328525209
6.3959644756838,379.906916888109
6.39936121559383,380.182564278648
6.40366023387266,380.667318487836
6.4079592521515,380.971910918527
6.41225827043034,380.331981196048
6.41655728870918,377.800233634413
6.42206549377842,370.706616031984
6.42638490517239,362.00660684297
6.43070431656636,351.132574242198
6.43602994726404,336.243029002272
6.44135557796171,321.330441394982
6.44544639046051,310.619667075467
6.44953720295931,300.810140657036
6.4545627790205,289.871155744041
6.45958835508169,279.867487647614
6.46461393114289,270.53051029167
6.46963950720408,261.739413473198
6.47593028825648,251.482293409263
6.48222106930888,242.025028469051
6.48851185036128,233.236327651066
6.49480263141368,224.937089540634
6.50109341246608,217.010548379364
6.50738419351848,209.432716047075
6.51725047524711,198.248563678532
6.52711675697573,187.807062873681
6.53698303870435,177.927328520419
6.54684932043298,168.531922593733
6.55877937237032,157.814217651994
6.57070942430766,147.70800530252
6.582639476245,138.082164064362
6.59456952818234,128.927091587928
6.61268239624868,116.075893393732
6.63079526431503,104.538838734412
6.64890813238138,94.1918864373751
6.66666666666667,84.9665380123591
6.66746492743673,84.5770242582042
6.66826318820678,84.1950030604561
6.6698597097469,83.4401092318694
6.67158298997975,82.6290995308209
6.67330627021261,81.7956938064439
6.67502955044546,80.9360690023331
6.67666666666666,80.114258704088
6.67746492743673,79.7167493888435
6.67826318820678,79.3217726877109
6.6798597097469,78.5435794385557
6.68197867133777,77.5702748695417
6.68409763292863,76.6836664755666
6.6862165945195,75.8476457000945
6.68833555611037,74.9910811993932
6.69045451770123,74.0655554153146
6.6925734792921,73.0738311259137
6.69469244088296,72.0606556780288
6.69681140247383,71.0835487428099
6.69951361774092,69.9505410175603
6.70221583300802,68.9454083397553
6.70491804827512,68.0064863374546
6.70762026354221,67.0449706198449
